Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
281318,MORRILL COUNTY COMMUNITY HOSPITAL,NE,MW,4,R,2,CAH,88314,941729,771664,1029125,1956725,20712637,22669362,1956725,22635672,1541404,1084329,1832698
281326,ANTELOPE MEMORIAL HOSPITAL,NE,MW,4,R,2,CAH,16413,503239,441991,728243,3370131,13871516,17241647,3369131,14294125,726257,646864,1142308
281343,WEST HOLT MEMORIAL HOSPITAL,NE,MW,4,R,2,CAH,33452,39461,64750,326502,1188250,8502283,9690533,1187850,8681433,712627,185432,468269
310019,ST. JOSEPHS UNIVERSITY MEDICAL CENT,NJ,NE,3,U,1,STH,40947278,82628767,55383255,55383255,2716351269,1095153655,3811504924,2744847364,1134391717,-10004000,157913061,1267246277
341314,CAH #1 - WASHINGTON,NC,SE,1,R,2,CAH,201414,1136250,847987,1464907,1601949,11350849,12952798,1601949,13980385,-2583952,374807,1862182
431302,AVERA GETTYSBURG HOSPITAL,SD,MW,4,R,2,CAH,74753,116130,161565,164768,5741170,6038111,11779281,5737785,6101779,525531,113339,152185
441313,HANCOCK COUNTY HOSPITAL,TN,SE,1,R,2,CAH,561366,368435,821447,1712780,1624240,14378480,16002720,1602880,15017581,2194409,591253,3802447
451305,BURLESON ST. JOSEPH HEALTH CENTER,TX,SW,2,U,1,CAH,1383195,1578718,2009210,2056802,6601101,27639918,34241019,6597227,27645160,963867,617978,3816570
451316,MADISON ST. JOSEPH HEALTH CENTER,TX,SW,2,R,2,CAH,2025600,2333787,2813228,2885562,9975087,40263474,50238561,9975125,40266210,678849,911903,6021287
451371,ASCENSION SETON EDGAR B DAVIS,TX,SW,2,U,1,CAH,3894131,2307758,5357721,5446303,24536943,72891946,97428889,24547008,72890342,82858,1276632,9822510
451381,CHRISTUS MFH WINNSBORO,TX,SW,2,R,2,CAH,1940802,3156671,3153673,3175636,11118326,74126912,85245238,11143847,79127506,1779502,893713,5706146
51311,BIGGS-GRIDLEY MEMORIAL HOSPITAL,CA,W,5,R,2,CAH,49714,2857879,1205853,1205853,20969941,44275202,65245143,19717304,58207828,1365304,34177440,36656134
101304,CALHOUN-LIBERTY HOSPITAL ASSN,FL,SE,1,R,2,CAH,82996,5107039,1790310,1790310,2916837,24637926,27554763,3144302,26418691,-1562905,62012,597875
161310,ADAIR COUNTY MEMORIAL HOSPITAL,IA,MW,4,R,2,CAH,4368,506499,428731,1043563,673411,17032815,17706226,664212,18608667,208922,922570,2018547
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,MW,4,R,2,CAH,10620,405947,388700,455287,977901,8311311,9289212,977900,8472995,118966,436036,532799
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL,SD,MW,4,R,2,CAH,221213,898101,676833,676833,3783961,19391830,23175791,3841529,20172154,762692,1832674,4404539
451346,YOAKUM COMMUNITY HOSPITAL,TX,SW,2,R,2,CAH,1363768,2161268,2771989,2945962,8956855,31915732,40872587,9057575,31815732,1911488,566244,2889000
451364,OTTO KAISER MEMORIAL HOSPITAL,TX,SW,2,R,2,CAH,3963558,1660820,5110610,6253936,2032029,36797465,38829494,2032029,37043545,7222344,375126,1319814
521356,OCONTO HOSPITAL & MEDICAL CENTER,WI,MW,4,R,2,CAH,315084,969285,1376527,5736565,1685895,79408441,81094336,1627468,109978858,-4717701,2758045,13278580
51317,ADVENTIST HEALTH CLEARLAKE,CA,W,5,R,2,CAH,1081712,5780939,27102122,50628100,70385372,218856238,289241610,71327664,229457988,5956743,15441234,95064934
140182,ADVOCATE NORTHSIDE HEALTH SYSTEM,IL,MW,4,U,1,STH,9536839,19390823,17995754,17995754,742934695,836160863,1579095558,734369932,845259695,65196270,58987148,254086874
141329,MORRISON COMMUNITY HOSPITAL,IL,MW,4,R,2,CAH,2623,671977,435999,698614,4752538,20104835,24857373,4931839,21482010,1078094,3136558,4692469
151308,ASCENSION ST. VINCENT MERCY,IN,MW,4,U,1,CAH,865346,1370699,1829383,4839912,5297143,62479530,67776673,6016790,61759883,2107295,1076401,13351790
161372,BOONE COUNTY HOSPITAL,IA,MW,4,R,2,CAH,140813,939498,909856,3976555,9029088,61089641,70118729,9319923,70713627,1793305,2929208,11381924
190274,OCHSNER MEDICAL CENTER - KENNER  LLC,LA,SE,1,U,1,STH,946642,9981943,3959005,6239924,247357681,488034039,735391720,745886626,,5060089,23413366,122699047
231310,SCHEURER HOSPITAL,MI,MW,4,R,2,CAH,67766,645822,829871,2333009,10691525,41690925,52382450,10935526,47823025,2230177,695514,4394041
231325,MIDMICHIGAN MEDICAL CENTER - GLADWIN,MI,MW,4,R,2,CAH,392745,1278524,1928813,3629101,5961236,71872347,77833583,5765158,71872347,1850687,3587409,13660758
231330,MARLETTE REGIONAL HOSPITAL,MI,MW,4,R,2,CAH,4718,1362694,747686,2754265,8090757,35311134,43401891,8445839,38941835,695431,1070611,6091369
271314,DEER LODGE MEDICAL CENTER,MT,W,5,R,2,CAH,77659,431758,458758,481954,3349882,25192591,28542473,3515947,26352169,2758931,2345469,5376147
281332,BUTLER COUNTY HEALTH CARE CENTER,NE,MW,4,R,2,CAH,58156,338742,419858,498207,4772962,13839926,18612888,4752126,14158807,537188,842632,1072488
281358,GORDON MEMORIAL HOSPITAL DISTRICT,NE,MW,4,R,2,CAH,156458,1075522,941544,1381228,5097527,12581127,17678654,5096310,13114057,-358001,740856,1641561
351301,MOUNTRAIL COUNTY MEDICAL CENTER,ND,MW,4,R,2,CAH,9331,1088266,780090,906922,1228769,7478879,8707648,4823439,8062440,1338731,192411,452831
390130,MINERS HOSPITAL,PA,NE,3,R,2,STH,402678,1405130,1048340,1644513,5209139,47352300,52561439,5292810,47352300,-1220686,1091193,7892849
440016,BAPTIST MEM HOSPITAL HUNTINGDON,TN,SE,1,R,2,STH,867247,1249465,1156293,3011608,30057444,71637943,101695387,30057443,71638456,-3782319,1133008,15335848
51312,MOUNTAINS COMMUNITY HOSPITAL,CA,W,5,R,2,CAH,72626,1209420,610196,610196,11023966,41895428,52919394,11151821,41868639,4226276,13485574,25827773
121304,KAHUKU MEDICAL CENTER,HI,W,5,U,1,CAH,639,1030186,568431,1209850,15823663,16187905,32011568,15980087,16539864,351215,3417197,7363838
171327,ELLSWORTH COUNTY MEDICAL CENTER,KS,MW,4,R,2,CAH,9406,732923,584041,1123991,3375214,15025650,18400864,3647531,15951961,-934969,301103,885259
310060,ST LUKES WARREN HOSPITAL,NJ,NE,3,U,1,STH,2854610,5076167,3958533,8712207,368161156,628908554,997069710,369779714,639653455,14287419,9029849,136670795
351318,CARRINGTON HEALTH CENTER,ND,MW,4,R,2,CAH,158706,405763,438808,480712,3374983,19942928,23317911,3594540,19734262,590923,928760,1726422
431323,MONUMENT HEALTH CUSTER HOSPITAL,SD,MW,4,R,2,CAH,76329,1373071,980079,980079,9179754,26167542,35347296,9187581,29159321,-847350,547328,925469
461304,CENTRAL VALLEY MEDICAL CENTER,UT,W,5,R,2,CAH,302152,1501788,1089283,1089283,18116459,30134710,48251169,18102618,40889622,133710,2517196,3724809
41309,LAWRENCE MEMORIAL HOSPITAL,AR,SE,1,R,2,CAH,134687,817891,805520,805520,2830756,13933041,16763797,2838211,14804506,-380962,825799,1490014
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCAR,IL,MW,4,U,1,STH,1304852,7506762,4094346,11450279,96097589,328039877,424137466,101029872,352276852,8996413,12583207,98984497
240056,RIDGEVIEW MEDICAL CENTER,MN,MW,4,U,1,STH,1025294,5221805,3087414,4923970,164234083,347720102,511954185,169330410,442618017,8863610,2089634,9927181
241346,CANNON FALLS MEDICAL CENTER - MAYO,MN,MW,4,R,2,CAH,109239,730963,1298216,2262484,8679044,32408835,41087879,8679044,43609623,3785270,1404305,3542883
281327,COZAD COMMUNITY HOSPITAL,NE,MW,4,R,2,CAH,11875,859503,691299,691299,2896561,14972610,17869171,3139706,15150642,-176268,514939,
330222,SARATOGA HOSPITAL,NY,NE,3,R,2,STH,3609228,4190054,6756834,22505140,464950252,828088048,1293038300,486925114,942502595,30891976,19007957,165259872
371327,OKEENE MUNICIPAL HOSPITAL,OK,SW,2,R,2,CAH,157458,495461,598983,752260,1144758,5298607,6443365,1208430,6487316,-359208,318422,492390
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,SE,1,U,1,STH,78687388,58637082,111797408,116472698,5597480851,4421043207,10018524058,5597480850,8231476584,153972476,314307742,1767158473
520113,AURORA MEDICAL CENTER - BAY AREA,WI,MW,4,R,2,STH,1119917,6620041,2723821,8254830,87632008,293913103,381545111,87571328,296020139,7149859,4612830,44025550
521310,ST CLARE MEMORIAL HOSPITAL  INC,WI,MW,4,R,2,CAH,217132,360500,352892,352892,5829892,53546525,59376417,6045448,59561445,2486020,4546817,11158346
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,SE,1,R,2,STH,14852365,29562257,27139430,34272243,780704787,1095987890,1876692677,799615583,1136069483,8531766,61580399,291989706
121302,KOHALA HOSPITAL,HI,W,5,R,2,CAH,280226,241800,569280,3099667,7342449,3912224,11254673,7342449,3912224,-782823,4497837,6624406
161314,GUTHRIE COUNTY HOSPITAL,IA,MW,4,R,2,CAH,43342,170767,212028,860737,3407695,12662946,16070641,3365520,15906413,319193,1299008,1971743
210027,UPMC-WESTERN MARYLAND CORP,MD,SE,1,U,1,STH,11478224,2924452,13590105,13590105,172659918,198415523,371075441,173786898,240140911,14298131,58094450,
241336,KITTSON MEMORIAL HOSPITAL,MN,MW,4,R,2,CAH,128,2333,30457,279015,7046047,11671929,18717976,7016441,12270968,-1072222,504595,957930
371305,NOWATA HEALTH CENTER,OK,SW,2,R,2,CAH,541830,750382,964202,964202,2291510,5776159,8067669,2294345,6414533,20454,155170,1075741
490112,CJW MEDICAL CENTER,VA,SE,1,U,1,STH,14340390,38408380,21750717,21753763,4456545627,2897359725,7353905352,4456545627,2898298662,165287399,102398191,1185053834
41324,ST. VINCENT MORRILTON,AR,SE,1,R,2,CAH,628242,1241802,1044058,3030881,7917255,46452449,54369704,7917152,56292215,1162762,1052979,9094967
80009,BAYHEALTH HOSPITAL  SUSSEX CAMPUS,DE,NE,3,U,1,STH,2044739,8883674,5640007,5640007,203298565,271327975,474626540,219074939,332421765,430207,33638881,88299871
140011,HERRIN HOSPITAL,IL,MW,4,R,2,STH,1407375,11506083,5182101,20671234,255044980,442728763,697773743,259886742,450459300,-4646738,11655406,146006755
161326,MADISON COUNTY MEMORIAL HOSPITAL,IA,MW,4,R,2,CAH,41293,836800,606945,606945,2632502,36184109,38816611,2619946,37779556,2352758,1393606,125885
351310,SAKAKAWEA MEDICAL CENTER,ND,MW,4,R,2,CAH,74966,284824,333283,549704,1854096,13347241,15201337,1854094,15326909,-424037,102735,364197
371306,MERCY HEALTH/LOVE COUNTY,OK,SW,2,R,2,CAH,77219,2066120,1858379,2047433,6835728,15015004,21850732,6861750,18215536,3142880,1388240,1964871
371317,MERCY HOSPITAL LOGAN COUNTY,OK,SW,2,R,2,CAH,991839,2078738,2751621,2751621,10066666,33081143,43147809,10480874,36187338,1830207,3694893,7651560
371341,SHARE MEDICAL CENTER,OK,SW,2,R,2,CAH,45415,1502000,875995,963590,2519273,13254482,15773755,3172536,14462362,29428,159737,840547
391304,BUCKTAIL MEDICAL CENTER,PA,NE,3,R,2,CAH,1954,310086,205032,308624,3884386,5623341,9507727,3891094,5924689,-687096,135311,944247
391309,BARNES-KASSON COUNTY HOSPITAL,PA,NE,3,R,2,CAH,3049,1339472,920579,1147071,10483585,16313752,26797337,10611263,17541706,1916230,889607,3596071
440035,TENNOVA HEALTHCARE CLARKSVILLE,TN,SE,1,U,1,STH,8214595,24186319,11353098,17904414,569665673,665403361,1235069034,569665673,665403361,13934477,15055577,203541925
451386,MOORE COUNTY HOSP. DBA DUMAS MEM HOS,TX,SW,2,R,2,CAH,2696554,4573915,5375362,5375362,15609831,56501549,72111380,16615498,60322785,2624539,3646307,8702721
141348,RED BUD REGIONAL HOSPITAL,IL,MW,4,R,2,CAH,195738,2351263,729675,1405658,36741542,90149589,126891131,37067108,95309081,1463871,1002709,13573898
151307,ASCENSION ST. VINCENT WILLIAMSPORT,IN,MW,4,R,2,CAH,790448,1115882,1819551,5226627,7754804,59583080,67337884,8800480,58787935,-770600,40168,11330898
231301,KALKASKA MEMORIAL HEALTH CENTER,MI,MW,4,R,2,CAH,72614,521236,255047,4188989,12431963,59257161,71689124,12435823,71600403,294015,3220107,11102737
231309,ASPIRUS ONTONAGON HOSPITAL,MI,MW,4,R,2,CAH,129257,324248,282160,1473103,6919097,14931802,21850899,7008039,16489723,251356,97709,2159538
231321,BELL MEMORIAL HOSPITAL,MI,MW,4,R,2,CAH,157665,229330,239931,1078890,10679701,54764345,65444046,11482225,73655800,1119022,2401304,12288534
240030,DOUGLAS COUNTY HOSPITAL,MN,MW,4,R,2,STH,764782,421204,1227614,5239572,113371843,242267093,355638936,116281915,293667443,8111451,15617347,54906992
241335,ST. ELIZABETH HOSP. OF WABASHA  INC.,MN,MW,4,U,1,CAH,68906,88586,251006,2063766,15269186,24596674,39865860,15355646,26458140,-8681931,1288613,3301444
241374,PIPESTONE COUNTY MEDICAL CENTER,MN,MW,4,R,2,CAH,56980,744506,620928,799350,6247040,35561156,41808196,6246222,39395652,1712842,526542,1101581
361324,SHELBY MEMORIAL HOSPITAL,OH,MW,4,R,2,CAH,526351,1522910,1716184,2628912,18179355,40535681,58715036,18179355,40535696,3626125,1818361,7692567
520038,AURORA MEDICAL CENTER - HARTFORD,WI,MW,4,U,1,STH,573539,2451507,1129592,4398504,58210790,165798759,224009549,58375040,166012323,12590238,486996,17235971
520107,HOLY FAMILY MEMORIAL INC,WI,MW,4,R,2,STH,77958,4280284,1632424,6975047,87344716,196606077,283950793,87344715,281437422,10689887,3093877,26662048
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,WY,W,5,R,2,CAH,551121,5565721,4088159,4364115,11811041,30867161,42678202,12441416,40683634,-561027,2265860,3999685
121301,KAU HOSPITAL,HI,W,5,R,2,CAH,2336,387866,387565,1694834,5616064,9823739,15439803,5616064,10463452,-335222,720564,2347536
131303,ONEIDA COUNTY HOSPITAL,ID,W,5,R,2,CAH,7758,534781,359442,359442,4599454,11783500,16382954,4661758,12374928,195917,2333940,2687061
181329,SAINT JOSEPH BEREA,KY,SE,1,R,2,CAH,473684,1850669,1601486,2242901,12970547,69455511,82426058,12964534,68774900,3136902,7601557,24572624
271309,PRAIRIE COMMUNITY HOSPITAL,MT,W,5,R,2,CAH,42708,173,42769,262878,1512150,1023265,2535415,1512150,1023265,-51016,868767,874375
271327,ROSEBUD COMMUNITY HOSPITAL,MT,W,5,R,2,CAH,12678,152653,166329,308455,3552996,3890636,7443632,3624617,4157958,847182,196115,381330
271328,MARIAS MEDICAL CENTER,MT,W,5,R,2,CAH,169127,313898,459041,1007758,2292059,8902644,11194703,2318246,8886982,109779,1236718,1933141
281305,KIMBALL COUNTY HOSPITAL,NE,MW,4,R,2,CAH,32086,1319619,1006793,1147217,2224003,15123264,17347267,2395248,16789735,255120,610509,1022670
281362,PHELPS MEMORIAL HEALTH CENTER,NE,MW,4,R,2,CAH,208692,1488475,2209292,2278773,25818440,62387194,88205634,32461538,68382297,14178534,2569318,5471315
330094,COLUMBIA MEMORIAL HOSPITAL,NY,NE,3,R,2,STH,873346,12175278,5853265,16653112,125164687,282396025,407560712,123262286,375792316,591492,21974738,117426778
371337,EASTERN OKLAHOMA MEDICAL CENTER,OK,SW,2,R,2,CAH,5308,1480279,570839,2956113,9817673,43063870,52881543,9817673,44387198,-2960207,1742949,10071686
381305,BLUE MOUNTAIN HOSPITAL DISTRICT,OR,W,5,R,2,CAH,140523,632875,578939,1783294,5065096,25689321,30754417,5408975,28986551,1037297,2371009,4763265
431310,AVERA FLANDREAU HOSPITAL,SD,MW,4,R,2,CAH,79891,609361,377431,379149,2420754,14107400,16528154,3002818,13038779,2364139,643298,1018175
431327,ST. MICHAELS HOSPITAL  INC.,SD,MW,4,R,2,CAH,75643,2753,134358,191008,2415108,9461810,11876918,2948191,9048398,424621,65154,199444
431331,AVERA DELLS AREA HOSPITAL,SD,MW,4,U,1,CAH,38874,272776,186168,186168,2270331,13220314,15490645,2149225,13900870,3218413,419005,653847
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL,SD,MW,4,R,2,CAH,18278,236459,156879,157479,2710716,10625199,13335915,2778054,10816916,2393257,133458,189004
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,NE,3,R,2,STH,41290,4334542,3018635,7125110,64001837,246701549,310703386,67154488,294313620,5995993,11328315,42339561
531311,CROOK COUNTY MEDICAL SERVICES,WY,W,5,R,2,CAH,22137,199899,221670,533403,5095055,5899072,10994127,5145811,6026158,303772,1185014,1525484
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,SE,1,R,2,STH,44294,7193968,981267,983158,92031013,258380309,350411322,92031013,279601264,10486566,13502591,92527999
180045,ST. ELIZABETH FLORENCE,KY,SE,1,U,1,STH,1590054,11434932,7140904,9887168,285347171,232331652,517678823,285436707,232691641,51098778,22164009,100329480
330197,CANTON-POTSDAM HOSPITAL,NY,NE,3,R,2,STH,166622,4812737,2410936,12255070,107430860,272363547,379794407,84598075,366725651,15981567,20886917,80485282
360098,LAKE HOSPITAL SYSTEM,OH,MW,4,U,1,STH,1547982,41376630,11134299,31673252,574139830,784383317,1358523147,574138390,883574103,21076299,24757504,202716388
360355,OHIO VALLEY MEDICAL CENTER,OH,MW,4,U,1,STH,1182,1524208,437685,437685,19567419,139481064,159048483,23386201,116609999,1962478,686358,2676880
371311,JEFFERSON COUNTY HOSPITAL,OK,SW,2,R,2,CAH,397903,530277,1019721,1541980,3337189,24178195,27515384,3267024,29871955,3742521,666539,1666345
440197,SOUTHERN HILLS MEDICAL CENTER,TN,SE,1,U,1,STH,12627817,17101579,14887198,15137945,346399915,435901390,782301305,346399915,435901390,22312816,9433633,116095698
51305,MAYERS MEMORIAL HOSPITAL,CA,W,5,R,2,CAH,3729,527934,461173,1517447,17736953,18244970,35981923,18002037,21104218,10538988,12095617,17359001
171330,HOSPITAL DIST NO 1 OF RICE COUNTY,KS,MW,4,R,2,CAH,9609,643616,594483,594483,4069221,12293824,16363045,4117790,12732141,1674992,1619375,1438557
240022,SANFORD REGIONAL HOSPITAL WORTHINGTO,MN,MW,4,R,2,STH,340108,1151116,1202249,4205690,18559299,71677058,90236357,18481792,85221028,-3845089,4971992,18288419
271318,BARRETT HOSPITAL AND HEALTHCARE,MT,W,5,R,2,CAH,137367,728648,941228,941228,6922674,31692871,38615545,6922674,37879575,2015065,3446336,5426888
351331,TOWNER COUNTY MEDICAL CENTER,ND,MW,4,R,2,CAH,12005,117354,101165,101165,4537280,10047584,14584864,4537280,11331170,1205591,240268,344584
461306,GUNNISON VALLEY HOSPITAL,UT,W,5,R,2,CAH,172151,2579414,1822393,2009665,9041052,19908311,28949363,9064953,85106008,2892069,1152878,2087486
520017,ST. JOSEPHS HOSPITAL,WI,MW,4,U,1,STH,540233,3056841,2228132,5135347,40552267,73841968,114394235,41096511,79990018,-8422687,7479714,22970226
520034,AURORA MED CTR OF MANITOWOC COUNTY,WI,MW,4,R,2,STH,644270,2573606,1252538,2276403,53519309,181705353,235224662,52394096,193479811,24119901,5308365,28746929
520100,BELOIT MEMORIAL HOSPITAL  INC.,WI,MW,4,R,2,STH,37605,16795971,3838387,11003986,214273375,497813304,712086679,215083837,726727223,10699755,16742881,110587061
31312,COPPER QUEEN COMM. HOSP.,AZ,SW,2,R,2,CAH,120478,3946635,1184416,7047144,4442914,138376212,142819126,4716362,160902148,7531272,7222359,49058527
181306,METHODIST HOSPITAL UNION COUNTY,KY,SE,1,R,2,CAH,393899,1943977,1194697,2728133,11764300,40426634,52190934,11975683,43732428,-1240247,2090182,11384431
261328,NORTHWEST MEDICAL CENTER,MO,MW,4,R,2,CAH,269683,695130,1185981,1768188,4593714,17213869,21807583,4804741,19641430,-1641905,845875,1939200
271330,STILLWATER COMMUNITY HOSPITAL,MT,W,5,R,2,CAH,204034,285248,493086,516201,3654952,10905709,14560661,3667322,11886537,-135470,496337,775536
271334,LIBERTY COUNTY HOSPITAL,MT,W,5,R,2,CAH,9076,56459,126756,323691,1931780,4800326,6732106,1931509,5687900,-152684,2023030,1912525
381310,PIONEER MEMORIAL HOSPITAL,OR,W,5,R,2,CAH,174293,118478,472124,1447946,2254099,9835739,12089838,2546949,10344331,-430957,1779204,2250572
390331,WILLS EYE HOSPITAL,PA,NE,3,U,1,STH,138850,788862,328463,328463,4791577,104111958,108903535,4791578,104111957,-6173467,4576998,13296200
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,SD,MW,4,R,2,CAH,8015,50613,50707,50707,1788525,3582370,5370895,2125573,3518323,371665,155221,194901
51307,CATALINA ISLAND MEDICAL CENTER,CA,W,5,U,1,CAH,45655,1249637,957751,3102266,2677575,14733285,17410860,2607575,15830864,1298327,1334695,4766766
51335,BEAR VALLEY COMMUNITY HOSPITAL,CA,W,5,R,2,CAH,50285,1619494,1071307,1071307,3607952,46296824,49904776,3603366,46301410,6860528,9024103,18429274
161331,MERCY MEDICAL CENTER - NEW HAMPTON,IA,MW,4,R,2,CAH,256266,360407,499449,939353,3291288,22444765,25736053,4594518,25789397,3982256,1094163,2432005
171338,GREAT PLAINS OF SABETHA  INC.,KS,MW,4,R,2,CAH,22655,331655,273254,499181,3284650,11975820,15260470,3284689,12621503,-115691,190362,560483
271331,MINERAL COMMUNITY HOSPITAL,MT,W,5,R,2,CAH,42862,443493,350239,350239,5588344,5317093,10905437,5758816,6138127,1494181,1412202,2148034
291306,CARSON VALLEY MEDICAL CENTER,NV,W,5,R,2,CAH,598257,3607436,1656000,4214122,39022787,169622329,208645116,39204427,181395132,7071522,2915290,20891522
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTE,SD,MW,4,R,2,CAH,60384,74461,118840,142982,1703533,3963198,5666731,1703533,3927463,505264,76641,144333
431332,DE SMET MEMORIAL HOSPITAL,SD,MW,4,R,2,CAH,45965,137612,118256,118256,1061715,10138497,11200212,1061715,10064648,1542007,360976,426777
431338,AVERA GREGORY HOSPITAL,SD,MW,4,R,2,CAH,139368,372526,333160,821009,9819910,23570835,33390745,9774911,23952443,541541,679658,2313686
440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,SE,1,R,2,STH,12151782,18926778,18170169,20271438,542419221,508293764,1050712985,551312847,503618967,4856383,30788342,132061763
121300,KAUAI VETERANS MEMORIAL HOSPITAL,HI,W,5,R,2,CAH,49050,577733,594169,2950615,24179764,25912118,50091882,25072482,35941995,-1110046,5520458,11763308
271341,NORTHEAST MONTANA HEALTH SERVICES,MT,W,5,R,2,CAH,285665,,285665,285665,7820073,18744965,26565038,7820073,35679882,10670969,5133527,7447424
291301,INCLINE VILLAGE HOSPITAL,NV,W,5,R,2,CAH,41894,19152,165352,1081266,34995,21633228,21668223,176464,23063289,4541318,117425,1831360
